Tweet,username,author_id,favorites,retweets,date,geo,mentions,hashtags,Label
andro4all: ¿Suficiente? Está será la memoria interna del Samsung Galaxy Note 8 https:// andro4all.com/2017/06/samsun g-galaxy-note-8-memoria-interna?utm_source=twitter-andro4all&utm_medium=dlvr.it&utm_campaign=share-night …,,33326012,0,0,2017-06-30 19:44:18,,[],[],0
Virgin America flight delayed after passenger Wi-Fi hotspot named ' Samsung Galaxy Note 7' - as a joke https:// goo.gl/Xoxv3z,,3165219895,0,0,2017-06-30 19:43:49,,[],[],0
"Samsung Galaxy A7 2017 Dorado Nuevo, solo se abrió para revisarlo. Un año de garantia, todos sus accesorios. $ 8,500 precio a tratar.",,93983875,0,0,2017-06-30 19:43:16,,[],[],0
http:// ift.tt/2svMpmv Envia con NSI CARGO http:// ift.tt/2t0oI93 Samsung Galaxy S5 SM-G900T T-Mobile Gold Black 16GB Android 5.1.1 en … pic.twitter.com/4SLutWtJyL,,197439393,0,0,2017-06-30 19:42:32,,[],[],0
BuyCustomGeofil : Quantum Big Data Cloud AI Book Chapter 8 - http://www. jjwxc.net/onebook.php?no velid=3220379&chapterid=8 … My Samsung Galaxy S III : http://www. amazon.com/gp/product/078 9749637/ref=as_li_tf_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0789749637&linkCode=as2&tag=hardwaresoftw-20 …,,2319610428,0,0,2017-06-30 19:42:24,,[],[],0
"Gostei de um vídeo @YouTube http:// youtu.be/uFGnkfUvbCI?aC omo … Trocar a Lente, Visor, Touch Screen do Samsung Galaxy Gran Duos GT-I9082 -",,851942354818916352,0,0,2017-06-30 19:41:56,,['@YouTube'],[],0
Samsung Galaxy S5 SM-G900T T-Mobile Gold Black 16GB Android 5.1.1 pic.twitter.com/eaNQDXaMzU,,775076571627548672,0,0,2017-06-30 19:41:20,,[],[],0
Samsung Galaxy S8+ vs iPhone 7 Plus Shootout http://www. youtube.com/watch?feature= player_embedded&v=1xY9bPJwqgY … https://www. mobilepricenow.pk/2017/06/30/sam sung-galaxy-s8-vs-iphone-7-plus-shootout/ …,,789020051613548544,0,0,2017-06-30 19:40:17,,[],[],0
Samsung Cloud: el servicio en la nube del Samsung Galaxy A | Computerworld Venezuela http:// ow.ly/nl9v30dbFZJ pic.twitter.com/iDAVKOK9Bd,,49653537,1,0,2017-06-30 19:40:06,,[],[],0
"#vsco #digitalphotography #mobilephotography #samsunggalaxy #edited #grunge @Greenville,… https://www. instagram.com/p/BV-4PcAg37h/",,2749342377,1,0,2017-06-30 19:39:59,,['@Greenville'],"['#vsco', '#digitalphotography', '#mobilephotography', '#samsunggalaxy', '#edited', '#grunge']",0
@SamsungMobile Please give me a Samsung Galaxy S7? I know that only one device would not make a difference in your inventory. :(,,1599422725,0,0,2017-06-30 19:39:33,,['@SamsungMobile'],[],0
Finest Buy Uses $200Present Cards With Unlocked Samsung Galaxy S8/ S8 Plus: TECH: Tech Times http:// wookbox.com/finest-buy-use s-200present-cards-with-unlocked-samsung-galaxy-s8-s8-plus-tech-tech-times/ …,,801483713829896192,0,0,2017-06-30 19:39:18,,[],[],0
Gostei de um vídeo @YouTube http:// youtu.be/0KUnXpwmrqQ?a#Samsung … Norway: Official release Samsung Galaxy S5 (live) by Dancing Strawhatz,,2303850967,0,0,2017-06-30 19:38:58,,['@YouTube'],['#Samsung'],0
#Samsung Galaxy J3 (2017) Duos debuts in Europe http://www. phonearena.com/news/Samsung-G alaxy-J3-2017-Duos-arrives-in-Europe-earlier-than-expected_id95583 … pic.twitter.com/A4OsedArOK,,171877172,0,0,2017-06-30 19:38:49,,[],['#Samsung'],0
New Business books pu leather case for samsung galaxy note 10.1 2014 edition P600 P601 P605… https://www. geoponetsports.com/store/new-busi ness-books-pu-leather-case-for-samsung-galaxy-note-10-1-2014-edition-p600-p601-p605-tablet-cover-stylus-film-free/ … pic.twitter.com/QYcdC4IQTE,,2305516147,0,0,2017-06-30 19:38:19,,[],[],0
Me gustó un video de @YouTube http:// youtu.be/yRTZkHJ0XMs?a Samsung Galaxy Folder 2 - Unboxing en español,,773398052602347520,0,0,2017-06-30 19:37:37,,['@YouTube'],[],0
Deal: Unlocked Samsung Galaxy S8 Dual-SIM for just $599 – 6/30/17 - Android Headlines http:// ift.tt/2tahUUM,,622857704,0,0,2017-06-30 19:37:28,,[],[],0
"#promoção #oferta Smartphone Samsung Galaxy J5 Metal Dual Chip - R$ 615,99 #Samsung #Galaxy #smartphone #Android https://www. promobit.com.br/oferta/smartph one-samsung-galaxy-j5-metal-dual-chip-android-60-tela-52-16gb-4g-camera-13mp-preto-165735?utm_source=twitter&utm_medium=twitter&utm_campaign=twitter …",,2256456476,0,0,2017-06-30 19:37:26,,[],"['#promoção', '#oferta', '#Samsung', '#Galaxy', '#smartphone', '#Android']",0
Now up on the auction block: Samsung Galaxy S6 edge+ SM-G928 - 32GB - Gold (ATT) Smartphone $240.00 via eBay http:// ift.tt/2tz9r0E,,713083512241463296,0,0,2017-06-30 19:37:15,,[],[],0
Samsung Galaxy A7 2017 Camera Test And Review http://www. youtube.com/watch?feature= player_embedded&v=j_BBDZaSMSE … https://www. mobilepricenow.pk/2017/06/30/sam sung-galaxy-a7-2017-camera-test-and-review/ …,,789020051613548544,0,0,2017-06-30 19:36:58,,[],[],0
I liked a @YouTube video http:// youtu.be/yRTZkHJ0XMs?a Samsung Galaxy Folder 2 - Unboxing en español,,180401101,0,0,2017-06-30 19:36:52,,['@YouTube'],[],0
Light purple geometry iPhone & Samsung Galaxy case https:// society6.com/product/light- purple-geometry_iphone-case?curator=davidzydd … #iphone7 #samsungcase #triangle #polygon pic.twitter.com/CR5f4koc1U,,1480403934,0,0,2017-06-30 19:36:22,,[],"['#iphone7', '#samsungcase', '#triangle', '#polygon']",0
"J5 Metal / 16G / Tela 5.2"" 597,00 no cartão Submarino ou 615 no boleto Smartphone Samsung Galaxy J5 Metal Dual... http:// fb.me/1upLGRfGQ",,920083518,0,0,2017-06-30 19:35:04,,[],[],0
RT @CoolCash4Live Samsung Galaxy Note 8.0 breakdown http:// techatlast.com/samsung-galaxy -note-8-0/ … #Samsung #Galaxy #Note #Review,,108676668,0,0,2017-06-30 19:35:02,,['@CoolCash4Live'],"['#Samsung', '#Galaxy', '#Note', '#Review']",0
Just saw this on Amazon: Samsung Galaxy S8 Plus Wallet Phone Case | ... by Vintage Empire for $13.99 http:// amzn.to/2tzcFBs via @amazon,,755090369067507712,2,2,2017-06-30 19:34:09,,['@amazon'],[],0
Screenshot vom Display auf dem Samsung Galaxy S3 Android machen. http:// youtu.be/mSsm5S9zx_4,,916468316,0,0,2017-06-30 19:34:02,,[],[],0
"Submarino - Smartphone Samsung Galaxy J5 Metal Dual Chip Android 6.0 Tela 5.2"" 16gb 4g Câmera 13mp - R$597,51… http:// bit.ly/2ta31Cb",,1123274612,0,0,2017-06-30 19:33:12,,[],[],0
Me gustó un video de @YouTube http:// youtu.be/yRTZkHJ0XMs?a Samsung Galaxy Folder 2 - Unboxing en español,,2904426502,0,0,2017-06-30 19:33:09,,['@YouTube'],[],0
Adicionei um vídeo a uma playlist @YouTube http:// youtu.be/kilPeeyVEgs?aS martphone … Samsung Galaxy Gran Duos I9082 - Resenha Brasil,,1242575180,0,0,2017-06-30 19:32:24,,['@YouTube'],[],0
¿Suficiente? Está será la memoria interna del Samsung Galaxy Note 8 https:// andro4all.com/2017/06/samsun g-galaxy-note-8-memoria-interna?utm_source=twitter-andro4all&utm_medium=dlvr.it&utm_campaign=share-night …,,712613839670534144,8,3,2017-06-30 19:32:06,,[],[],0
Smartphone Samsung Galaxy J7 SM-J700M http:// compre.vc/v2/181131945b6,,63964588,0,0,2017-06-30 19:31:47,,[],[],0
Best Buy offering $200 gift card with purchase of an unlocked Samsung Galaxy S8 or S8+ http:// ift.tt/2utmfSK Timi Cantisano,,1050470983,0,0,2017-06-30 19:31:38,,[],[],0
Smartphone Samsung Galaxy S7 SM-G930 32GB http:// compre.vc/v2/181404d02bf,,63964588,0,0,2017-06-30 19:31:30,,[],[],0
Samsung Galaxy S6 SM-G920V 32GB Black Sapphire(Verizon)Unlocked Smartphone New O pic.twitter.com/OJsSyL8FmV,,775076571627548672,0,0,2017-06-30 19:31:26,,[],[],0
Samsung Galaxy S5 SM-G900V G900 v Black(Verizon)Smartphone LTE GSM Unlocked S 5 pic.twitter.com/3hF815ukcf,,775076571627548672,0,0,2017-06-30 19:31:25,,[],[],0
"I entered a giveaway for a chance to win "" Samsung Galaxy S8 Plus Screen Protector TANAAB [..."" by Kingbay. https:// giveaway.amazon.com/p/7c5cf9e53454 c560/?ref_=tsm_4_tw_p_tw … #giveaway",,760084741802618880,0,0,2017-06-30 19:31:25,,[],['#giveaway'],0
Samsung Galaxy S8+ SM-G955U - 64GB - Midnight Black UNLOCKED Smartphone via eBay http:// ift.tt/2ut9pUk,,3353894631,0,0,2017-06-30 19:31:14,,[],[],0
Samsung Galaxy Note 8 ????? ????????? iPhone 7 Plus ? ????? ?????? ????? ???? http:// dlvr.it/PRLQ0q #??????? #???????,,2344415426,0,0,2017-06-30 19:30:58,,[],"['#???????', '#???????']",0
"Samsung Galaxy X Release Date: Foldable smartphone news, rumours and specs http:// dlvr.it/PRLPxT #samsung #galaxy pic.twitter.com/aidXWBrMsq",,14588263,0,0,2017-06-30 19:30:45,,[],"['#samsung', '#galaxy']",0
Samsung Galaxy S7 Edge screen is black with LED blue light turning on during reboot… http:// dlvr.it/PRLPx5 #samsung #galaxy pic.twitter.com/UuzLfePSjE,,14588263,0,1,2017-06-30 19:30:44,,[],"['#samsung', '#galaxy']",0
Unlock Samsung Galaxy S8 Plus http:// dlvr.it/PRLPwW #samsung #galaxy pic.twitter.com/K7lNhGpCRc,,14588263,0,1,2017-06-30 19:30:42,,[],"['#samsung', '#galaxy']",0
"_NewsTechnology: #Samsung #Galaxy X Release Date: Foldable #Smartphone #News , rumours and specs … https://twitter.com/_NewsTechnology/status/880930590652076033/photo/1 pic.twitter.com/KmZA4ufMQJ",,18938704,0,0,2017-06-30 19:30:33,,[],"['#Samsung', '#Galaxy', '#Smartphone', '#News']",0
Samsung Galaxy S7 Edge (G935A) Unlocked Smartphone Blue - Open Box #savemoney http:// buff.ly/2u5XNaq pic.twitter.com/zRo47Mmie5,,737551311458045952,0,0,2017-06-30 19:30:24,,[],['#savemoney'],0
Smartphone Samsung Galaxy J5 SM-J500M http:// compre.vc/v2/181d7d9ef7e,,63964588,0,0,2017-06-30 19:30:19,,[],[],0
Best Buy offering $200 gift card with purchase of an unlocked Samsung Galaxy S8 or S8+ http:// fb.me/1TZz9Lc3c,,1684722553,0,0,2017-06-30 19:30:09,,[],[],0
Samsung Galaxy S8 Unboxing & Overview: http:// youtu.be/OkOILR7Hdow?a via @YouTube,,31311416,0,0,2017-06-30 19:30:08,,['@YouTube'],[],0
Reveladas las opciones de almacenamiento del Samsung Galaxy Note 8 http:// bit.ly/2twvvsy,,70937254,2,0,2017-06-30 19:30:04,,[],[],0
S-Softline GS-6042 Tempered Glass for Samsung Galaxy E5 https:// goo.gl/MWXt7r pic.twitter.com/JQnF3LAKM1,,3286807105,0,0,2017-06-30 19:30:04,,[],[],0
Samsung Galaxy Note 8 camera may surpass iPhone 7 Plus' http://www. ibtimes.com.au/samsung-galaxy -note-8-dual-lens-setup-could-surpass-iphone-7-plus-casing-leak-shows-fingerprint …,,166494178,0,0,2017-06-30 19:30:04,,[],[],0
Smartphone Samsung Galaxy J7 Prime SM-G610M http:// compre.vc/v2/1819a4b6e43,,63964588,0,0,2017-06-30 19:30:02,,[],[],0
Here is How The Samsung Galaxy Note 8 Will Look Like - http:// mynationnews.com/2017/07/01/her e-is-how-the-samsung-galaxy-note-8-will-look-like/ …,,4769039123,0,0,2017-06-30 19:29:26,,[],[],0
Samsung Galaxy S5 SM-G900V G900 v Black(Verizon)Smartphone LTE GSM Unlocked S 5 Giveaway RT & Follow pic.twitter.com/6TTl3tEUKF,,757660086324068352,0,0,2017-06-30 19:28:21,,[],[],0
Samsung Galaxy S8+ SM-G955U - 64GB - Midnight Black UNLOCKED Smartphone Giveaway RT & Follow pic.twitter.com/p09S7hPI2x,,757660086324068352,0,0,2017-06-30 19:28:18,,[],[],0
Samsung Galaxy S6 SM-G920V 32GB Black Sapphire(Verizon)Unlocked Smartphone New O via eBay http:// ift.tt/2sqHPdZ,,869311775761498112,0,0,2017-06-30 19:27:46,,[],[],0
Samsung Galaxy Note 8 uscirà in versioni da 64 e 128 GB? (Tech4D) http:// bit.ly/2t9QfTX pic.twitter.com/Fm7FE7gHFf,,317700874,0,0,2017-06-30 19:27:40,,[],[],0
El Samsung Galaxy S8 trae nuevas funciones de audio de alta calidad Aunque los teléfonos inteligentes ... https:// it-mgz.com/noticias/samsu ng-galaxy-s8-trae-nuevas-funciones-audio-alta-calidad/ … ... pic.twitter.com/ZaQGWRjRSa,,867121871896104960,0,0,2017-06-30 19:26:18,,[],[],0
Best Buy offering $200 gift card with purchase of an unlocked Samsung Galaxy S8 or S8+ http:// ift.tt/2utmfSK,,829821017702936577,0,0,2017-06-30 19:25:21,,[],[],0
NEW SEALED Samsung Galaxy S6 32GB Black Sapphire Straight Talk s907vl (verizon) http:// rover.ebay.com/rover/1/711-53 200-19255-0/1?ff3=2&toolid=10039&campid=5337779346&item=162570246501&vectorid=229466&lgeo=1&utm_source=dlvr.it&utm_medium=twitter … #galaxy #iphone pic.twitter.com/C0U3i4YSrN,,2725241467,0,0,2017-06-30 19:25:09,,[],"['#galaxy', '#iphone']",0
Just like how the Samsung Galaxy Note series is distinguished by the fact that it comes with a bundled stylus in... http:// fb.me/19mEQpHvU,,6076652,0,0,2017-06-30 19:24:46,,[],[],0
"#5: Samsung Galaxy S8+ S-View Flip Cover with Kickstand, Blue: Samsung Galaxy S8+ S-View Flip… https:// goo.gl/fb/f3whrg #Cases #Cell #Phones",,756206061103751168,0,0,2017-06-30 19:24:35,,[],"['#5', '#Cases', '#Cell', '#Phones']",0
"Samsung - Galaxy Tab A (2016) - 10.1"" - 16GB with S Pen - White http:// rover.ebay.com/rover/1/711-53 200-19255-0/1?ff3=2&toolid=10039&campid=5337688761&item=192057732086&vectorid=229466&lgeo=1 …",,418423461,0,0,2017-06-30 19:24:19,,[],[],0
"New Black Samsung Galaxy Tab S2 Wi-Fi Tablet SM-T713NZKEXAR Android 8"" 3GB 32GB http:// ift.tt/2usV4an",,714849117420150784,0,0,2017-06-30 19:24:18,,[],[],0
Without a doubt the snafu of exploding batteries in the Samsung Galaxy Note 7 was a huge blow to Samsung’s... http:// fb.me/6eDhdHzNB,,6076652,0,0,2017-06-30 19:24:15,,[],[],0
Just posted! Samsung Galaxy Halo Cricket Wireless 2.2 Ghz Octa-Core! http:// crwd.fr/2ta7CEu,,3279239921,2,0,2017-06-30 19:24:02,,[],[],0
Me ha gustado un vídeo de @YouTube ( http:// youtu.be/yRTZkHJ0XMs?a - Samsung Galaxy Folder 2 - Unboxing en español).,,3073793811,0,0,2017-06-30 19:23:13,,['@YouTube'],[],0
"DEAL ALERT: Get 2 FREE #SamsungGalaxy J3 Prime phones switching 2 #MetroPCS , a faster network than ever. #Smartphone #sponsored pic.twitter.com/YEeFF8JPyn",,133803499,7,1,2017-06-30 19:23:05,,[],"['#SamsungGalaxy', '#MetroPCS', '#Smartphone', '#sponsored']",0
Harga Samsung Galaxy S5 Baru Bekas dan Spesifikasi https://www. gingsul.com/harga-samsung- galaxy-s5-baru-bekas/ … pic.twitter.com/6RvLICxcmK,,871588837452939265,0,0,2017-06-30 19:22:41,,[],[],0
I've posted: http:// ift.tt/2ttMRWZ Disable system apps on the Samsung Galaxy S8 without root using these apps at http:// ift.tt/2gf7gpB,,1051999921,0,0,2017-06-30 19:22:29,,[],[],0
http:// ift.tt/2svA4hS Envia con NSI CARGO http:// ift.tt/2pGG0Ff Samsung Galaxy S5 SM-G900V G900 v Black(Verizon)Smartphone LTE GSM Un… pic.twitter.com/w8k8ej5dQZ,,197439393,0,0,2017-06-30 19:22:25,,[],[],0
Samsung Galaxy S6 G920 Android Smartphone 32GB Verizon | eBay http:// ebay.to/2qBoi8O pic.twitter.com/ARzYzYuvlQ,,68149704,0,0,2017-06-30 19:22:21,,[],[],0
Marble Stone Get Uncommon Samsung Galaxy S8 Plus Case https://www. zazzle.com/z/yxs11?rf=238 983255453313619 … #Marble #Stone #Texture #Nature #Abstract #illustration,,70478756,0,0,2017-06-30 19:22:14,,[],"['#Marble', '#Stone', '#Texture', '#Nature', '#Abstract', '#illustration']",0
Audew Touch Screen Capacitive Pen Stylus for Samsung Galaxy https:// goo.gl/kXjK8A #lazadaph #lazadaphilippines pic.twitter.com/DcvBbLxBgy,,182732494,0,0,2017-06-30 19:21:14,,[],"['#lazadaph', '#lazadaphilippines']",0
Brand New Samsung Galaxy S8 SM-G950U 64GB Artic Silver Sprint CLEAN IMEI pic.twitter.com/jOtviWt197,,775076571627548672,0,0,2017-06-30 19:21:11,,[],[],0
Samsung Galaxy S8+ SM-G955U - 64GB - Midnight Black UNLOCKED Smartphone pic.twitter.com/D5DYqL2vfg,,775076571627548672,0,0,2017-06-30 19:21:10,,[],[],0
"Samsung Galaxy Note SM-P601 32GB 10.1"" White (SM-P6010ZWMTTT) http:// bit.ly/1iMvuBr #Galaxy_Tab #Deals_2014",,2390406367,0,0,2017-06-30 19:20:43,,[],"['#Galaxy_Tab', '#Deals_2014']",0
Solid-state battery for Samsung Galaxy likely in years http:// m.koreaherald.com/view.php?ud=20 170630000615 …,,874473242689392640,0,0,2017-06-30 19:20:34,,[],[],0
@Asurion I think if I've had cell insurance with you guys for 10 years without a claim I should get 1 for free. #PleaseHelp #samsunggalaxy,,852563081263669249,0,0,2017-06-30 19:20:09,,['@Asurion'],"['#PleaseHelp', '#samsunggalaxy']",0
Best Buy offering $200 gift card with purchase of an unlocked Samsung Galaxy S8 or S8+ https://www. neowin.net/news/best-buy- offering-200-gift-card-with-purchase-of-an-unlocked-samsung-galaxy-s8-or-s8 … pic.twitter.com/vUrDf80oT2,,14357338,3,2,2017-06-30 19:20:05,,[],[],0
New OEM Samsung Galaxy S6 S7 Edge Plus Note 4 5 Adaptive Fast Car Charger Lot http:// maiab.livefeuer.info/US/categories/ twt/?item=253020937488 …,,317990332,0,0,2017-06-30 19:19:21,,[],[],0
Texas map Samsung Galaxy s6 case http://www. zazzle.com/texas_map_sams ung_galaxy_s6_case-179938099069968548?rf=238665768715686892 … #SamsungCase #Texas pic.twitter.com/bDHTrPACNK,,993687481,0,0,2017-06-30 19:19:03,,[],"['#SamsungCase', '#Texas']",0
How to Set Up An Email Account On Your Samsung Galaxy Note II - Phones 4u - http:// dougleschan.com/the-recruitmen t-guru/?p=387034 …,,183093848,0,0,2017-06-30 19:17:36,,[],[],0
I liked a @YouTube video http:// youtu.be/IVvhggfJJOQ?a Samsung Galaxy S8: Real Reviews,,828117812937900032,0,0,2017-06-30 19:17:28,,['@YouTube'],[],0
